ID,company,company_phone,address,postal_address,city,country,company_email,bank_name,bank_branch,account_name,account_no,acc_code,contact_person,contact_email,contact_phone,pin,credit_limit,vat_deduction,deduct_wht
2,Shopit limited,,,,,,,,,,,,,,,,,,omit
2,simo jesse,,,,,,,,,,,,,,,,,,omit
2,MAR TONVE,,,,,,,,,,,,,,,,,,omit
2,DELTA / GULED,,,,,,,,,,,,,,,,,,omit
2,TT GONG,,,,,,,,,,,,,,,,,,omit
2,Postal Corporation,,,,,,,,,,,,,,,,,,omit
2,Jumtel communications,,,,,,,,,,,,,,,,,,omit
2,WALK IN VENDOR,,,,,,,,,,,,,,,,,,omit
2,NITI DISTRIBUTORS LTD,,,,,,,,,,,,,,,,,,omit
2,DIGITAL PRECISIONS,,,,,,,,,,,,,,,,,,omit
2,ADVACOM BUSINESS,,,,,,,,,,,,,,,,,,omit
2,NOR SALAMA,,,,,,,,,,,,,,,,,,omit
2,DARWITECH SUPPLIES,,,,,,,,,,,,,,,,,,omit
2,KANYI,,,,,,,,,,,,,,,,,,omit
2,DAANAT,,,,,,,,,,,,,,,,,,omit
2,CATHY ADAPTERS,,,,,,,,,,,,,,,,,,omit
2,CHRIS WATS SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,NETWAYS COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,ARVIND VENDOR,,,,,,,,,,,,,,,,,,omit
2,MOSES B2IT,,,,,,,,,,,,,,,,,,omit
2,TAMBOUR TECH LTD,,,,,,,,,,,,,,,,,,omit
2,DN SOLUTIONS LTD,,,,,,,,,,,,,,,,,,omit
2,LUCY FRIEND,,,,,,,,,,,,,,,,,,omit
2,REDINGTON KENYA LTD,,,,,,,,,,,,,,,,,,omit
2,Solagen power ltd,,,,,,,,,,,,,,,,,,omit
2,Westcomhub ltd,,,,,,,,,,,,,,,,,,omit
2,SAM OLD NATION,,,,,,,,,,,,,,,,,,omit
2,Mfi Solutions,,,,,,,,,,,,,,,,,,omit
2,KIMSES,,,,,,,,,,,,,,,,,,omit
2,Wachira rono,,,,,,,,,,,,,,,,,,omit
2,HILLARY,,,,,,,,,,,,,,,,,,omit
2,Deserve power solution,,,,,,,,,,,,,,,,,,omit
2,By gracie it solutions,,,,,,,,,,,,,,,,,,omit
2,Tech edge communication,,,,,,,,,,,,,,,,,,omit
2,Compland,,,,,,,,,,,,,,,,,,omit
2,METROPOL CREDIT REFERENCE,,,,,,,,,,,,,,,,,,omit
2,Gigatech tec,,,,,,,,,,,,,,,,,,omit
2,Harlem Technologies,,,,,,,,,,,,,,,,,,omit
2,IT FOR AFRICA,,,,,,,,,,,,,,,,,,omit
2,Eclipse smart,,,,,,,,,,,,,,,,,,omit
2,LITECOM LTD,,,,,,,,,,,,,,,,,,omit
2,COMZTEC,,,,,,,,,,,,,,,,,,omit
2,ACACIA DIGITAL,,,,,,,,,,,,,,,,,,omit
2,Mata,,,,,,,,,,,,,,,,,,omit
2,Skycargo Ltd,,,,,,,,,,,,,,,,,,omit
2,Essence digital,,,,,,,,,,,,,,,,,,omit
2,ASUS VENDOR,,,,,,,,,,,,,,,,,,omit
2,dechtech cisco,,,,,,,,,,,,,,,,,,omit
2,Marksonic computers ltd,,,,,,,,,,,,,,,,,,omit
2,Newtech phones,,,,,,,,,,,,,,,,,,omit
2,NHIF,,,,,,,,,,,,,,,,,,omit
2,WILSON MEDIA,,,,,,,,,,,,,,,,,,omit
2,Accescom it solution,,,,,,,,,,,,,,,,,,omit
2,oxford electronics ltd,,,,,,,,,,,,,,,,,,omit
2,XREEM IT SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,LISHERT COMPUTER SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,Isaiah Ngotho,,,,,,,,,,,,,,,,,,omit
2,GERALD,,,,,,,,,,,,,,,,,,omit
2,MOMBASA COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,NANCY,,,,,,,,,,,,,,,,,,omit
2,SERENE COMPUTER,,,,,,,,,,,,,,,,,,omit
2,MACFIX TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,CECILIA NETWORKING,,,,,,,,,,,,,,,,,,omit
2,SMART COMPLETE TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,Vinny specicom,,,,,,,,,,,,,,,,,,omit
2,oraimo accessories,,,,,,,,,,,,,,,,,,omit
2,CRESCENT DISTRIBUTION SERVICES LTD,,,,,,,,,,,,,,,,,,omit
2,APPLE CENTRE,,,,,,,,,,,,,,,,,,omit
2,LEWY TRONICS,,,,,,,,,,,,,,,,,,omit
2,HIRSHAB ELECRONICS,,,,,,,,,,,,,,,,,,omit
2,IMAX TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,omit
2,microsys solution,,,,,,,,,,,,,,,,,,omit
2,Joetech,,,,,,,,,,,,,,,,,,omit
2,judicom,,,,,,,,,,,,,,,,,,omit
2,MTP,,,,,,,,,,,,,,,,,,omit
2,MAXSON COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,INFOMILANG JACOB ACCRA,,,,,,,,,,,,,,,,,,omit
2,INTERPLUS LIMITED,,,,,,,,,,,,,,,,,,omit
2,BRIMAT VENTURES LTD,,,,,,,,,,,,,,,,,,omit
2,NETAC TECHNOLOGY CO LTD,,,,,,,,,,,,,,,,,,omit
2,CEVITAS SUPPLIES,,,,,,,,,,,,,,,,,,omit
2,MARY ACCRA PLAZA,,,,,,,,,,,,,,,,,,omit
2,INCEPTIAL SYSTEMS,,,,,,,,,,,,,,,,,,omit
2,CHIEF,,,,,,,,,,,,,,,,,,omit
2,TECHCITY DISTRIBUTORS LIMITED,,,,,,,,,,,,,,,,,,omit
2,COMPUTER HUB ARENA,,,,,,,,,,,,,,,,,,omit
2,DANGOTE COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,KHALIF ENTERPRISES,,,,,,,,,,,,,,,,,,omit
2,BEST GRAB VENDOR,,,,,,,,,,,,,,,,,,omit
2,CHANGSHA CITEE INDUSTRIAL CO LTD,,,,,,,,,,,,,,,,,,omit
2,TELESOFT ONLINE MERCHANTS,,,,,,,,,,,,,,,,,,omit
2,ELLEN POWER SYSTEMS LTD,,,,,,,,,,,,,,,,,,omit
2,CITEE INDUSTRIAL CO. LTD,,,,,,,,,,,,,,,,,,omit
2,CAMERA KENYA,,,,,,,,,,,,,,,,,,omit
2,ELLEN POWER STSTEMS LTD,,,,,,,,,,,,,,,,,,omit
2,FAJOBA,,,,,,,,,,,,,,,,,,omit
2,DAMA MOBILE SPARES,,,,,,,,,,,,,,,,,,omit
2,PS4 VENDOR,,,,,,,,,,,,,,,,,,omit
2,CORA,,,,,,,,,,,,,,,,,,omit
2,Redington Gulf FZE ( Dubai).,,,,,,,,,,,,,,,,,,omit
2,TIMES TECH ACCESSORIES,,,,,,,,,,,,,,,,,,omit
2,PLEXTECH LIMITED,,,,,,,,,,,,,,,,,,omit
2,ELITEX,,,,,,,,,,,,,,,,,,omit
2,KENYA GADGETS STORE,,,,,,,,,,,,,,,,,,omit
2,RED DOT USD,,,,,,,,,,,,,,,,,,omit
2,REDINGTON KENYA USD,,,,,,,,,,,,,,,,,,omit
2,TECH FIRST GROUP KENYA LIMITED-USD,,,,,,,,,,,,,,,,,,omit
2,ALIMAAN TECHNOLOGY,,,,,,,,,,,,,,,,,,omit
2,FASTGATE CARGO SERVICES LTD,,,,,,,,,,,,,,,,,,omit
2,EVERLASTING TECH GROUP LIMITED,,,,,,,,,,,,,,,,,,omit
2,EMPIRE STORES,,,,,,,,,,,,,,,,,,omit
2,PRAISTIAN SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,BROADSTAR,,,,,,,,,,,,,,,,,,omit
2,MUSTEK,,,,,,,,,,,,,,,,,,omit
2,ELECTROSPOT COMPUTER SOLUTIONS KE,,,,,,,,,,,,,,,,,,omit
2,Mutuku,,,,,,,,,,,,,,,,,,omit
2,LITE TECHNOLOGY,,,,,,,,,,,,,,,,,,omit
2,PHIL TECH COPIERS OFFICE SOLUTION,,,,,,,,,,,,,,,,,,omit
2,TECH-SHIRE TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,MAC&MORE SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,OM IT DISTRIBUTION LTD,,,,,,,,,,,,,,,,,,omit
2,walton Kenyan insurance,,,,,,,,,,,,,,,,,,omit
2,TWENTY FOUR SEVEN DIGITAL ELECTRONICS,,,,,,,,,,,,,,,,,,omit
2,OMAN,,,,,,,,,,,,,,,,,,omit
2,mega plus africa ltd,,,,,,,,,,,,,,,,,,omit
2,JAMES MOTHERBOARD,,,,,,,,,,,,,,,,,,omit
2,NDANGERUANDO INVESTMENTS LIMITED,,,,,,,,,,,,,,,,,,omit
2,TEXT BOOK CENTRE,,,,,,,,,,,,,,,,,,omit
2,FAIBETS STATIONERS,,,,,,,,,,,,,,,,,,omit
2,FINCORP,,,,,,,,,,,,,,,,,,omit
2,JUMIA VENDOR,,,,,,,,,,,,,,,,,,omit
2,COMEBACK SYSTEMS LIMITED,,,,,,,,,,,,,,,,,,omit
2,IQRASH COLLECTIONS,,,,,,,,,,,,,,,,,,omit
2,CTC SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,NAVYTECH COMPUTER SOLUTIONS LTD,,,,,,,,,,,,,,,,,,omit
2,ICT SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,SAFARICOM,,,,,,,,,,,,,,,,,,omit
2,GAAB COMMUNICATION LIMITED,,,,,,,,,,,,,,,,,,omit
2,AYUB,,,,,,,,,,,,,,,,,,omit
2,JOSEPH FACEPLATES,,,,,,,,,,,,,,,,,,omit
2,FIRSTWORLD TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,M TECH NETWORKS,,,,,,,,,,,,,,,,,,omit
2,PLATINUM BUSINESS,,,,,,,,,,,,,,,,,,omit
2,Zipcom,,,,,,,,,,,,,,,,,,omit
2,Swane Electronics Co.ltd,,,,,,,,,,,,,,,,,,omit
2,CISS SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,JAYRCK,,,,,,,,,,,,,,,,,,omit
2,ACL SHIPPING LTD,,,,,,,,,,,,,,,,,,omit
2,RICCATECH LTD,,,,,,,,,,,,,,,,,,omit
2,UK MARKET,,,,,,,,,,,,,,,,,,omit
2,GENERATION SPACE LTD,,,,,,,,,,,,,,,,,,omit
2,LogiTech Distributors,,,,,,,,,,,,,,,,,,omit
2,Muriithi Richkid,,,,,,,,,,,,,,,,,,omit
2,Simo Kajohn,,,,,,,,,,,,,,,,,,omit
2,GEDEN ENTERPRISES,,,,,,,,,,,,,,,,,,omit
2,Mwongela,,,,,,,,,,,,,,,,,,omit
2,C-HUB,,,,,,,,,,,,,,,,,,omit
2,Infinix,,,,,,,,,,,,,,,,,,omit
2,Young Computer systems ltd,,,,,,,,,,,,,,,,,,omit
2,ACP ENTERPRISES LTD,,,,,,,,,,,,,,,,,,omit
2,],,,,,,,,,,,,,,,,,,omit
2,BENCOMJM IT HUB,,,,,,,,,,,,,,,,,,omit
2,Bluetronics Limited,,,,,,,,,,,,,,,,,,omit
2,MELLOWDEE TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,Hiltech Computers,,,,,,,,,,,,,,,,,,omit
2,Nairobi Copier Machines Solutions,,,,,,,,,,,,,,,,,,omit
2,RAM IT,,,,,,,,,,,,,,,,,,omit
2,NOVATECH,,,,,,,,,,,,,,,,,,omit
2,DUBAI ACCESORIES,,,,,,,,,,,,,,,,,,omit
2,NADIR DUBAI,,,,,,,,,,,,,,,,,,omit
2,JI YING,,,,,,,,,,,,,,,,,,omit
2,mitsumi computer garageltd-usd,,,,,,,,,,,,,,,,,,omit
2,nurex-usd,,,,,,,,,,,,,,,,,,omit
2,REDINGTON GULF FZE-USD,,,,,,,,,,,,,,,,,,omit
2,Net Access Solutions Limited,,,,,,,,,,,,,,,,,,omit
2,UMAREX CARGO LTD,,,,,,,,,,,,,,,,,,omit
2,Brian Phones,,,,,,,,,,,,,,,,,,omit
2,Bihi Towers,,,,,,,,,,,,,,,,,,omit
2,Letland Investments ltd,,,,,,,,,,,,,,,,,,omit
2,Genx Systems Ltd,,,,,,,,,,,,,,,,,,omit
2,Ian,,,,,,,,,,,,,,,,,,omit
2,Space for Giant,,,,,,,,,,,,,,,,,,omit
2,ARCTIC COMPUTER SHOP,,,,,,,,,,,,,,,,,,omit
2,shiru smatsoft,,,,,,,,,,,,,,,,,,omit
2,THOUGHTWORKS,,,,,,,,,,,,,,,,,,omit
2,JAMUNET TECHONOLOGY,,,,,,,,,,,,,,,,,,omit
2,GADGET CENTRE TRONICS,,,,,,,,,,,,,,,,,,omit
2,APN BUSINESS SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,DELLCOM OFFICE EQUIPMENT,,,,,,,,,,,,,,,,,,omit
2,GITONGE NDEGWA,,,,,,,,,,,,,,,,,,omit
2,DOVE COMPUTERS & ACCESSORIES,,,,,,,,,,,,,,,,,,omit
2,parklands sports club,,,,,,,,,,,,,,,,,,omit
2,MBATIA A-Z,,,,,,,,,,,,,,,,,,omit
2,KENYA POSTEL DIRECTORIES LTD,,,,,,,,,,,,,,,,,,omit
2,GLENTREE ENTERPRISES,,,,,,,,,,,,,,,,,,omit
2,FAIRTECH TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,techblaze systems,,,,,,,,,,,,,,,,,,omit
2,ANCHOR TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,omit
2,CHEMA STEEL AND HARDWARE LTD,,,,,,,,,,,,,,,,,,omit
2,TSALUTEC ELECTRONICS CENTRE,,,,,,,,,,,,,,,,,,omit
2,BRIGHT TECHNOLOGIES LIMITED,,,,,,,,,,,,,,,,,,omit
2,NICERATE COMM,,,,,,,,,,,,,,,,,,omit
2,SAVAGE TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,CONNECT IT LTD,,,,,,,,,,,,,,,,,,omit
2,NOVELTY TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,TECH FIRST GROUP KENYA LIMITED,,,,,,,,,,,,,,,,,,omit
2,NORMADIC COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,RACETECH,,,,,,,,,,,,,,,,,,omit
2,BEST BUSINESS ELECTRONICS,,,,,,,,,,,,,,,,,,omit
2,SHERIFF TECHNOLOGY,,,,,,,,,,,,,,,,,,omit
2,WAMBU FRANCROM,,,,,,,,,,,,,,,,,,omit
2,SKYWAY,,,,,,,,,,,,,,,,,,omit
2,KABILA COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,BASNET TEC SYSTEMS,,,,,,,,,,,,,,,,,,omit
2,MARVEL AFRICA AGENCIES,,,,,,,,,,,,,,,,,,omit
2,last minute,,,,,,,,,,,,,,,,,,omit
2,TDK SOLUTIONS LIMITED,,,,,,,,,,,,,,,,,,omit
2,JAREEHTECH ENT,,,,,,,,,,,,,,,,,,omit
2,IMAX MERCHANDISE,,,,,,,,,,,,,,,,,,omit
2,IPA IDEAL PHONE ACCESSORIES,,,,,,,,,,,,,,,,,,omit
2,LINKCOMN TECHNOLOGY,,,,,,,,,,,,,,,,,,omit
2,CAMERA AFRICA,,,,,,,,,,,,,,,,,,omit
2,THRILL COMPUTER TECH,,,,,,,,,,,,,,,,,,omit
2,ROIJOY ENTERPRISES,,,,,,,,,,,,,,,,,,omit
2,marto tech computers1,,,,,,,,,,,,,,,,,,omit
2,mureithi 1,,,,,,,,,,,,,,,,,,omit
2,WANYAMBU1,,,,,,,,,,,,,,,,,,omit
2,Benka,,,,,,,,,,,,,,,,,,omit
2,Amazon Cellular,,,,,,,,,,,,,,,,,,omit
2,Evans Roy1,,,,,,,,,,,,,,,,,,omit
2,ELDAMA TECH LTD,,,,,,,,,,,,,,,,,,omit
2,Jane Kemunto,,,,,,,,,,,,,,,,,,omit
2,Toner link Enterprise,,,,,,,,,,,,,,,,,,omit
2,Wawangui,,,,,,,,,,,,,,,,,,omit
2,BLUEBERRY,,,,,,,,,,,,,,,,,,omit
2,Midtown,,,,,,,,,,,,,,,,,,omit
2,Netbridge,,,,,,,,,,,,,,,,,,omit
2,Blessed Rock Electronics,,,,,,,,,,,,,,,,,,omit
2,Clifford Best deals,,,,,,,,,,,,,,,,,,omit
2,PAUL KIOKO,,,,,,,,,,,,,,,,,,omit
2,BEST DEALS KE,,,,,,,,,,,,,,,,,,omit
2,ARASOPH GENERAL SUPPLIES,,,,,,,,,,,,,,,,,,omit
2,RADISE COMPANY LTD,,,,,,,,,,,,,,,,,,omit
2,SUPER KINGDOM,,,,,,,,,,,,,,,,,,omit
2,DAVETECH SMARTCARE,,,,,,,,,,,,,,,,,,omit
2,GRACE MINJI2,,,,,,,,,,,,,,,,,,omit
2,PROSOFT SUPPLIES,,,,,,,,,,,,,,,,,,omit
2,TRION TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,omit
2,FURAHIA STORES,,,,,,,,,,,,,,,,,,omit
2,GESOFT ENTERPRISES,,,,,,,,,,,,,,,,,,omit
2,GILTECH TECHNOLOGIES,,,,,,,,,,,,,,,,,,omit
2,Alimira vendor,,,,,,,,,,,,,,,,,,omit
2,sagheer,,,,,,,,,,,,,,,,,,omit
2,DROPZONE COMPUTER SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,BETWAN COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,REALMER TECHNOLOGY,,,,,,,,,,,,,,,,,,omit
2,Haroon,,,,,,,,,,,,,,,,,,omit
2,Chinese Medicine Raw Materials EPZ (K) Lt,,,,,,,,,,,,,,,,,,omit
2,MIDCITY GENERAL SUPPLIES,,,,,,,,,,,,,,,,,,omit
2,FABLYN SOLUTIONS,,,,,,,,,,,,,,,,,,omit
2,KEVTON,,,,,,,,,,,,,,,,,,omit
2,PYLOTECH ELECTICALS LTD,,,,,,,,,,,,,,,,,,omit
2,ELEPHANT GEEKS,,,,,,,,,,,,,,,,,,omit
2,GIMNAH ALLIED SUPPLIERS,,,,,,,,,,,,,,,,,,omit
2,Kelly Screens,,,,,,,,,,,,,,,,,,omit
2,COMPUTER UPGRADE & NETWORKING LTD,,,,,,,,,,,,,,,,,,omit
2,UBUNTU,,,,,,,,,,,,,,,,,,omit
2,ElimuTab,,,,,,,,,,,,,,,,,,omit
2,IAN ICT INTERGRATED,,,,,,,,,,,,,,,,,,omit
2,Philip Njau,,,,,,,,,,,,,,,,,,omit
2,ALELA PAUL,,,,,,,,,,,,,,,,,,omit
2,MIKE MOTHERBOARD,,,,,,,,,,,,,,,,,,omit
2,JACINTA FRANCROM,,,,,,,,,,,,,,,,,,omit
2,BASHCOM COMPUTERS,,,,,,,,,,,,,,,,,,omit
2,Zaffar,,,,,,,,,,,,,,,,,,omit
2,Anesbig,,,,,,,,,,,,,,,,,,omit
2,LAPTOPS WORLD,,,,,,,,,,,,,,,,,,omit
2,VISION ACCESSORIES,,,,,,,,,,,,,,,,,,omit
2,Kenzip Suppliers ltd,,,,,,,,,,,,,,,,,,omit
2,Jeitech solutions,,,,,,,,,,,,,,,,,,omit
2,JC2 COMMUNICATIONS,,,,,,,,,,,,,,,,,,omit
2,Jacaranta Digitech Studio ltd,,,,,,,,,,,,,,,,,,omit
2,FonePlanet,,,,,,,,,,,,,,,,,,omit
2,Halane,,,,,,,,,,,,,,,,,,omit
2,Liqu,,,,,,,,,,,,,,,,,,omit
2,Ecohub Computer ltd,,,,,,,,,,,,,,,,,,omit
2,Backmart Merchants,,,,,,,,,,,,,,,,,,omit
2,Sapphire Trading & Marketing ltd,,,,,,,,,,,,,,,,,,omit
2,Billy,,,,,,,,,,,,,,,,,,omit
2,Narnarayan Wholesalers ltd,,,,,,,,,,,,,,,,,,omit
2,Goes On Computers,,,,,,,,,,,,,,,,,,omit
2,Sapna,,,,,,,,,,,,,,,,,,omit
2,bestdeals,,,,,,,,,,,,,,,,,,omit
2,Samsan Sokostore,,,,,,,,,,,,,,,,,,omit
2,Shepherd wide Electricals,,,,,,,,,,,,,,,,,,omit
